tblkey,Module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,Comments,year,semester,N
6674,PSYC556,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6706,PSYC556,redacted,10677,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6769,PSYC556,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,person 018,5,3,4,,2017,1,2469
6781,PSYC556,redacted,10509,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
6814,PSYC556,redacted,10431,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6826,PSYC556,redacted,10573,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,4,,2017,1,2469
6876,PSYC556,redacted,10658,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6935,PSYC556,redacted,10537,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6939,PSYC556,redacted,10595,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6964,PSYC556,redacted,10487,BSc (Hons) Psychology Stage 1,redacted,person 018,5,3,4,,2017,1,2469
6976,PSYC556,redacted,10768,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
7014,PSYC556,redacted,10519,BSc (Hons) Psychology Stage 1,redacted,person 018,3,3,3,,2017,1,2469
7038,PSYC556,redacted,10663,MPsych Advanced Psychology,redacted,person 018,5,4,4,,2017,1,2469
7079,PSYC556,redacted,10468,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,4,,2017,1,2469
7091,PSYC556,redacted,10744,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
7175,PSYC556,redacted,10636,MPsych Advanced Psychology,redacted,person 018,4,3,3,,2017,1,2469
7224,PSYC556,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
7308,PSYC556,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,person 018,5,3,4,,2017,1,2469
7333,PSYC556,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
7364,PSYC556,redacted,0,,redacted,person 018,4,4,4,,2017,1,2469
7395,PSYC556,redacted,10518,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
7472,PSYC556,redacted,10517,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
7484,PSYC556,redacted,10553,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
7542,PSYC556,redacted,10712,BSc (Hons) Psychology Stage 1,redacted,person 018,4,2,3,,2017,1,2469
7547,PSYC556,redacted,10604,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
7559,PSYC556,redacted,10571,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
7571,PSYC556,redacted,10789,BSc (Hons) Psychology Stage 1,redacted,person 018,3,2,3,,2017,1,2469
2401,PSYC687,redacted,10124,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
2414,PSYC687,redacted,10022,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
2435,PSYC687,redacted,9940,BSc (Hons) Psychology Stage 2,redacted,person 018,2,2,3,,2017,1,2469
2464,PSYC687,redacted,10222,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,4,,2017,1,2469
2486,PSYC687,redacted,9175,MPsych Advanced Psychology,redacted,person 018,0,0,0,,2017,1,2469
2499,PSYC687,redacted,9958,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
2507,PSYC687,redacted,9981,BSc (Hons) Psychology Stage 2,redacted,person 018,4,5,4,,2017,1,2469
2560,PSYC687,redacted,10101,BSc (Hons) Psychology Stage 2,redacted,person 018,4,5,5,,2017,1,2469
2588,PSYC687,redacted,10053,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
2610,PSYC687,redacted,10009,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,5,,2017,1,2469
2618,PSYC687,redacted,9941,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
2626,PSYC687,redacted,9964,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
2650,PSYC687,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
2668,PSYC687,redacted,10026,MPsych Advanced Psychology,redacted,person 018,4,4,4,,2017,1,2469
2695,PSYC687,redacted,10033,MPsych Advanced Psychology,redacted,person 018,4,3,4,,2017,1,2469
2722,PSYC687,redacted,10113,BSc (Hons) Psychology Stage 2,redacted,person 018,4,2,4,,2017,1,2469
2741,PSYC687,redacted,10093,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
2749,PSYC687,redacted,10204,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
2788,PSYC687,redacted,10095,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
2825,PSYC687,redacted,10134,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
2833,PSYC687,redacted,10154,MPsych Advanced Psychology,redacted,person 018,4,4,4,,2017,1,2469
2854,PSYC687,redacted,9982,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
2895,PSYC687,redacted,9931,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,5,5,5,,2017,1,2469
2940,PSYC687,redacted,10223,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
2948,PSYC687,redacted,9935,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
2972,PSYC687,redacted,10682,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
2996,PSYC687,redacted,10089,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
3008,PSYC687,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,4,5,,2017,1,2469
3050,PSYC687,redacted,10090,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
3058,PSYC687,redacted,9937,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
3070,PSYC687,redacted,10131,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
3083,PSYC687,redacted,10678,BSc (Hons) Psychology Stage 2,redacted,person 018,4,5,5,,2017,1,2469
3101,PSYC687,redacted,10030,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
3114,PSYC687,redacted,9997,BSc (Hons) Psychology Stage 2,redacted,person 018,4,2,4,,2017,1,2469
3122,PSYC687,redacted,9936,BSc (Hons) Psychology Stage 2,redacted,person 018,2,2,2,,2017,1,2469
3156,PSYC687,redacted,10102,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3164,PSYC687,redacted,9605,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3207,PSYC687,redacted,10146,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3219,PSYC687,redacted,9969,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3236,PSYC687,redacted,0,,redacted,person 018,5,5,5,,2017,1,2469
3257,PSYC687,redacted,10002,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3271,PSYC687,redacted,10136,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,3,3,3,,2017,1,2469
3299,PSYC687,redacted,10189,BSc (Hons) Psychology Stage 2,redacted,person 018,3,3,3,,2017,1,2469
3311,PSYC687,redacted,10007,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3323,PSYC687,redacted,9928,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3383,PSYC687,redacted,10086,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3405,PSYC687,redacted,10096,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3417,PSYC687,redacted,9991,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3437,PSYC687,redacted,10050,BSc (Hons) Psychology Stage 2,redacted,person 018,4,5,5,,2017,1,2469
3475,PSYC687,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3517,PSYC687,redacted,10015,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3554,PSYC687,redacted,9927,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3566,PSYC687,redacted,9942,MPsych Advanced Psychology,redacted,person 018,4,4,4,,2017,1,2469
3579,PSYC687,redacted,10188,BSc (Hons) Psychology Stage 2,redacted,person 018,3,3,3,,2017,1,2469
3664,PSYC687,redacted,9977,BSc (Hons) Psychology Stage 2,redacted,person 018,2,2,2,,2017,1,2469
3676,PSYC687,redacted,8609,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
3701,PSYC687,redacted,9925,MPsych Advanced Psychology,redacted,person 018,4,4,4,,2017,1,2469
3755,PSYC687,redacted,10061,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
3776,PSYC687,redacted,10068,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3793,PSYC687,redacted,10169,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
3807,PSYC687,redacted,10079,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3825,PSYC687,redacted,10023,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
3864,PSYC687,redacted,10056,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,5,,2017,1,2469
3889,PSYC687,redacted,10077,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,3,4,,2017,1,2469
3901,PSYC687,redacted,9951,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3931,PSYC687,redacted,10037,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
3963,PSYC687,redacted,10073,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
3988,PSYC687,redacted,10127,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4001,PSYC687,redacted,10164,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4031,PSYC687,redacted,10013,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4046,PSYC687,redacted,9926,BSc (Hons) Psychology Stage 2,redacted,person 018,4,5,4,,2017,1,2469
4109,PSYC687,redacted,10004,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
4117,PSYC687,redacted,10138,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4130,PSYC687,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4159,PSYC687,redacted,10042,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4172,PSYC687,redacted,9972,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4185,PSYC687,redacted,10107,MPsych Advanced Psychology,redacted,person 018,5,4,5,,2017,1,2469
4210,PSYC687,redacted,10083,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,4,,2017,1,2469
4223,PSYC687,redacted,9955,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4235,PSYC687,redacted,10063,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
4270,PSYC687,redacted,10135,MPsych Advanced Psychology,redacted,person 018,4,4,4,,2017,1,2469
4283,PSYC687,redacted,9995,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4296,PSYC687,redacted,10166,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4320,PSYC687,redacted,10065,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4333,PSYC687,redacted,10216,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
4358,PSYC687,redacted,10040,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4390,PSYC687,redacted,10217,BSc (Hons) Psychology Stage 2,redacted,person 018,2,2,3,,2017,1,2469
4427,PSYC687,redacted,10213,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4461,PSYC687,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4474,PSYC687,redacted,10208,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
4487,PSYC687,redacted,10322,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4519,PSYC687,redacted,10192,BSc (Hons) Psychology Stage 2,redacted,person 018,5,3,4,,2017,1,2469
4536,PSYC687,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4565,PSYC687,redacted,10175,BSc (Hons) Psychology Stage 2,redacted,person 018,4,5,5,,2017,1,2469
4602,PSYC687,redacted,10008,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4615,PSYC687,redacted,10215,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4666,PSYC687,redacted,10082,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
4691,PSYC687,redacted,10074,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
4711,PSYC687,redacted,9974,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,4,,2017,1,2469
4732,PSYC687,redacted,10212,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4745,PSYC687,redacted,10182,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4770,PSYC687,redacted,10200,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
4783,PSYC687,redacted,9959,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4816,PSYC687,redacted,9948,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4829,PSYC687,redacted,10018,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,4,,2017,1,2469
4837,PSYC687,redacted,10014,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4863,PSYC687,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
4895,PSYC687,redacted,10156,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4908,PSYC687,redacted,10038,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,4,,2017,1,2469
4921,PSYC687,redacted,10085,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4929,PSYC687,redacted,10183,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4947,PSYC687,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4955,PSYC687,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
4972,PSYC687,redacted,9980,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
4998,PSYC687,redacted,10024,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5011,PSYC687,redacted,10161,BSc (Hons) Psychology Stage 2,redacted,person 018,3,4,4,,2017,1,2469
5036,PSYC687,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5049,PSYC687,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
5062,PSYC687,redacted,10187,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5075,PSYC687,redacted,10099,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
5100,PSYC687,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5113,PSYC687,redacted,10098,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5126,PSYC687,redacted,10804,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5151,PSYC687,redacted,10151,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5164,PSYC687,redacted,9989,BSc (Hons) Psychology Stage 2,redacted,person 018,4,2,3,,2017,1,2469
5177,PSYC687,redacted,10219,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5190,PSYC687,redacted,10168,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 018,4,5,4,,2017,1,2469
5202,PSYC687,redacted,9965,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,2,2,2,,2017,1,2469
5346,PSYC687,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5371,PSYC687,redacted,10062,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5415,PSYC687,redacted,10143,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5435,PSYC687,redacted,10067,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5448,PSYC687,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
5461,PSYC687,redacted,10011,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
5497,PSYC687,redacted,10145,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
5565,PSYC687,redacted,9973,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5577,PSYC687,redacted,10177,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5590,PSYC687,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5635,PSYC687,redacted,9994,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
5648,PSYC687,redacted,10160,BSc (Hons) Psychology Stage 2,redacted,person 018,4,5,4,,2017,1,2469
5661,PSYC687,redacted,10802,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,4,5,,2017,1,2469
5737,PSYC687,redacted,10103,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5789,PSYC687,redacted,10130,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5801,PSYC687,redacted,9953,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
5886,PSYC687,redacted,10167,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5911,PSYC687,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5924,PSYC687,redacted,10579,Stage 1 Exchange Students,redacted,person 018,4,4,4,,2017,1,2469
5937,PSYC687,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
5955,PSYC687,redacted,10186,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5967,PSYC687,redacted,10141,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
5980,PSYC687,redacted,9938,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,5,4,5,,2017,1,2469
6005,PSYC687,redacted,10123,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6049,PSYC687,redacted,10190,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,4,,2017,1,2469
6062,PSYC687,redacted,10152,BSc (Hons) Psychology Stage 2,redacted,person 018,4,3,4,,2017,1,2469
6082,PSYC687,redacted,9640,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6119,PSYC687,redacted,10199,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
6132,PSYC687,redacted,9954,MPsych Advanced Psychology,redacted,person 018,4,3,4,,2017,1,2469
6145,PSYC687,redacted,10214,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,5,,2017,1,2469
6182,PSYC687,redacted,10170,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,5,4,5,,2017,1,2469
6262,PSYC687,redacted,9929,BSc (Hons) Psychology Stage 2,redacted,person 018,3,4,2,,2017,1,2469
6275,PSYC687,redacted,9950,BSc (Hons) Psychology Stage 2,redacted,person 018,5,4,5,,2017,1,2469
6288,PSYC687,redacted,10072,MPsych Advanced Psychology,redacted,person 018,3,3,4,,2017,1,2469
6318,PSYC687,redacted,10087,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,4,4,4,,2017,1,2469
6330,PSYC687,redacted,10116,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6357,PSYC687,redacted,10041,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6425,PSYC687,redacted,10760,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
6450,PSYC687,redacted,10025,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
6463,PSYC687,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
6476,PSYC687,redacted,10211,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6535,PSYC687,redacted,10153,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 018,5,3,4,,2017,1,2469
6602,PSYC687,redacted,9740,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6615,PSYC687,redacted,9988,BSc (Hons) Psychology Stage 2,redacted,person 018,3,3,3,,2017,1,2469
6628,PSYC687,redacted,9983,BSc (Hons) Psychology Stage 2,redacted,person 018,4,4,4,,2017,1,2469
6641,PSYC687,redacted,9996,BSc (Hons) Psychology Stage 2,redacted,person 018,1,2,1,,2017,1,2469
6678,PSYC687,redacted,10006,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6710,PSYC687,redacted,9468,BSc (Hons) Psychology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6723,PSYC687,redacted,10088,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 018,5,5,5,,2017,1,2469
6735,PSYC687,redacted,10221,MPsych Advanced Psychology,redacted,person 018,4,4,4,,2017,1,2469
